review_text,subtheme_sentiments_pred
quick tyre replacement tyre change replace free break check hour budget tyre worth choose name brand,"[('quick tyre replacement tyre change replace free break', 'positive'), ('quick tyre replacement tyre change', 'neutral'), ('free break check hour budget tyre worth', 'positive'), ('name brand', 'neutral'), ('hour', 'neutral')]"
remi ackland tyre great ring confirm arrival time pleasant professional,"[('remi ackland tyre great ring confirm', 'positive'), ('tyre', 'neutral'), ('arrival time', 'neutral')]"
good professional service,"[('good professional service', 'positive')]"
turn wrong day manage fit impressed,"[('fit impressed', 'positive')]"
helpful pleasant staff delivery time recommend price good,"[('helpful pleasant staff delivery time', 'positive'), ('price', 'neutral')]"
manage catch flash sale get 10 competitive price pair michelin tyresable pick convenient time location fit hassle highly recommend,"[('michelin tyresable pick convenient time location fit hassle', 'positive'), ('10 competitive price pair', 'positive'), ('catch flash sale', 'neutral'), ('10', 'neutral'), ('michelin', 'neutral')]"
good service easy use website confirmation agent appointment good option select number local agent good service agent recommend redact twice,"[('redact', 'neutral'), ('good service easy use website confirmation agent appointment good option select number local agent good service agent', 'positive')]"
time use work,"[('time use', 'neutral'), ('work', 'neutral')]"
fast friendly service pm appointment arrive 1145 2front tyre change road 1215 excellent service great price,"[('fast friendly service pm appointment', 'positive'), ('1215', 'neutral'), ('1145 2front', 'neutral')]"
easy use website good quality tyre fitting hassle free tyre fit hour use method time need new car tyre recommend website,"[('new car tyre', 'neutral'), ('hour', 'neutral'), ('good quality tyre fitting hassle', 'positive'), ('website', 'neutral')]"
take long change tyre hour slot arrive 5 minute appointment wait 90 min change tyre,"[('90 min change tyre', 'neutral'), ('5 minute appointment', 'neutral'), ('hour', 'neutral'), ('90', 'neutral'), ('5 minute', 'neutral'), ('long change tyre hour slot', 'neutral')]"
find want good price fit locally,"[('good price', 'positive')]"
order garage fit drive job,"[('order garage fit drive job', 'positive')]"
easy book need change time good able locally price well free extra take care local fitter,"[('well free extra take care local fitter', 'positive'), ('change time', 'neutral'), ('easy book', 'positive')]"
hi service good helpful thank help today,"[('hi service good helpful thank help', 'positive'), ('today', 'neutral')]"
redact timearrive appoint fitter 1520 minute impressed certainly use 10 10,"[('timearrive appoint fitter 1520 minute', 'neutral'), ('10', 'neutral'), ('fitter 1520 minute', 'neutral')]"
great service alround,"[('great service alround', 'positive')]"
easy straight forward purchase massive saving £ 136 local garage tyresgreat communication,"[('massive saving', 'neutral'), ('136', 'neutral')]"
pay tyre certain quality eu labeling actually fit far poor customer service try state eu labeling differ manufacturer state case ve fail response redacted   recommend selection tire,"[('response', 'neutral'), ('eu', 'neutral'), ('state eu labeling', 'neutral'), ('tyre', 'neutral'), ('certain quality eu labeling', 'positive'), ('selection tire', 'neutral'), ('far poor customer service', 'negative')]"
competitive price   excellent service,"[('competitive price   excellent service', 'positive')]"
have bmw quote £ 400 2 new rear tyre car go redact friend recommend get 2 tyre get fit independent garage save £ 130 process happy day delivery come perfect condition 5 star,"[('fit independent garage', 'positive'), ('bmw', 'neutral'), ('£ 130 process happy day delivery', 'positive'), ('5', 'neutral'), ('2 tyre', 'neutral'), ('130', 'neutral'), ('2', 'neutral'), ('£ 400 2 new rear tyre car', 'neutral'), ('400 2', 'neutral')]"
good value service service quality good original issue error order wrong tyre size rectification process draw issue shame right time service good,"[('issue shame', 'negative'), ('wrong tyre size rectification process', 'negative')]"
initial problem customer service amazing tyre fit convenience time family need tyre redact,"[('amazing tyre fit convenience time family', 'positive'), ('initial problem customer service', 'negative'), ('tyre redact', 'neutral')]"
superb experience 100 recommend young woman order tyre online arrange deliver designate garage drop fit click reasonable price,"[('reasonable price', 'neutral'), ('superb experience', 'positive'), ('100', 'neutral'), ('designate garage drop', 'negative'), ('tyre online arrange', 'neutral'), ('young woman order', 'neutral')]"
m typical girl thing usually concern car pretty colour 😏 come get new tyre hyundai tucson clueless pop redact website honestly good experience literally number plate pop bunch tyre price budget high end price include delivery local garage vat fitting take 5 minute start finish pay online get email confirm payment arrange fitting online link email show garage area go appointment 3 day later 9 choice soon wait new tyre fantastic service attention start finish recommend redact people garage fit hiq stocton road guildford class service ve get customer life thank,"[('fit hiq stocton road guildford class service', 'positive'), ('honestly good experience', 'positive'), ('3 day later 9', 'neutral'), ('hyundai', 'neutral'), ('literally number plate pop bunch tyre price budget high end price', 'positive'), ('fitting online link email show garage area', 'neutral'), ('payment arrange', 'neutral'), ('new tyre fantastic service attention start finish recommend redact people', 'positive'), ('typical girl thing', 'neutral'), ('new tyre hyundai tucson clueless pop redact website', 'negative'), ('delivery local garage vat fitting take 5 minute start finish', 'neutral'), ('online get email', 'neutral'), ('5 minute', 'neutral'), ('customer life', 'neutral'), ('new tyre', 'neutral'), ('3 day later 9 choice', 'neutral'), ('😏', 'neutral'), ('car', 'neutral')]"
process work way intend know sure tyre deliver fast efficient,"[('tyre', 'neutral')]"
good price tyre arrive time fitter time choose s like,"[('good price tyre arrive time fitter time', 'positive'), ('s', 'neutral')]"
efficient   quick service competative price definitely use future tyre replacement,"[('efficient   quick service competative price', 'positive'), ('future tyre replacement', 'neutral')]"
easy doand get fit problem allit sort megreat service,"[('easy doand', 'positive'), ('fit problem allit sort megreat service', 'negative')]"
great timely service find large range tyre price range select tyre fitting arrange day hassle preferred way change tyre,"[('great timely service', 'positive'), ('large range tyre price range', 'neutral')]"
quick easy   great value   recommend,"[('easy   great value', 'positive')]"
good price happen plan,"[('good price happen plan', 'positive')]"
find tyre want redact cheap easy order   deliver garage choice definitely recommend,"[('cheap easy order', 'positive'), ('garage choice', 'neutral'), ('tyre', 'neutral')]"
great price delay tyre delivery customer service team contact straight away rearrange suitable time trouble,"[('great price delay tyre delivery customer service team contact', 'positive'), ('suitable time trouble', 'negative')]"
good tyre good service,"[('good tyre good service', 'positive')]"
excellent range price service time redact convert deliver local garage instal hour time slot prepay online,"[('hour', 'neutral'), ('instal hour time slot', 'neutral'), ('local garage', 'neutral'), ('excellent range price service time redact convert', 'positive')]"
cheap service quick buy future,"[('future', 'neutral'), ('cheap service', 'neutral')]"
excellent price fit allotted time,"[('excellent price fit allotted time', 'positive')]"
mobile fitter quick efficient,"[('mobile fitter', 'neutral')]"
good choicegood price easy,"[('good choicegood price', 'positive')]"
law tyre aberdeen go extra mile ensure leave 100 happy tyre fitting wheel balance steering geometry adjustment require,"[('law tyre aberdeen', 'neutral'), ('100', 'neutral'), ('100 happy tyre fitting wheel balance steering geometry adjustment', 'positive'), ('ensure', 'positive')]"
"great price nice people fitting garage 2 x rear tyre fit 19 "" rim 40mins","[('fitting garage', 'neutral'), ('rim', 'neutral'), ('19', 'neutral'), ('2', 'neutral'), ('rear tyre', 'neutral')]"
excellent pricecouldnt find cheap ats leave old weight wheel discover clean car,"[('clean car', 'positive'), ('ats', 'neutral'), ('old weight wheel', 'neutral')]"
fast service good price great local service,"[('fast service good price great local service', 'positive')]"
time consider buy line good price clear pricing local free fitting thought try glad impressed order tyre,"[('line good price clear pricing local free fitting thought', 'positive'), ('glad impressed order tyre', 'positive')]"
2nd request review   excellent price set 4 good year pay fit etc tyre deliver select local tyre stockist wait appointment timegood service tyre dealer good deal overall service definitely use,"[('fit etc tyre', 'positive'), ('select local tyre stockist', 'neutral'), ('4 good year', 'positive'), ('2nd request review   excellent price', 'positive'), ('2nd', 'neutral'), ('appointment timegood service tyre dealer good deal overall service', 'positive')]"
